R,G,B,RGB,D
888.0,925.0,894.0,743.0,1
890.0,938.0,834.0,694.0,1
876.0,916.0,884.0,733.0,1
894.0,940.0,838.0,690.0,1
879.0,919.0,874.0,716.0,1
898.0,939.0,843.0,714.0,1
876.0,918.0,883.0,725.0,1
893.0,938.0,856.0,728.0,1
874.0,918.0,879.0,726.0,1
892.0,937.0,847.0,716.0,1
870.0,910.0,890.0,744.0,1
891.0,938.0,841.0,701.0,1
886.0,928.0,840.0,683.0,1
899.0,940.0,847.0,699.0,1
896.0,941.0,836.0,683.0,1
890.0,924.0,884.0,739.0,1
885.0,936.0,833.0,678.0,1
883.0,917.0,894.0,755.0,1
880.0,934.0,831.0,678.0,1
886.0,923.0,896.0,750.0,1
888.0,938.0,855.0,717.0,1
873.0,921.0,882.0,713.0,1
893.0,937.0,890.0,753.0,1
870.0,924.0,878.0,707.0,1
895.0,935.0,881.0,742.0,1
878.0,925.0,875.0,699.0,1
896.0,940.0,845.0,721.0,1
876.0,918.0,887.0,726.0,1
894.0,940.0,861.0,737.0,1
860.0,901.0,892.0,744.0,1
892.0,937.0,847.0,727.0,1
860.0,902.0,891.0,752.0,1
882.0,935.0,834.0,681.0,1
886.0,918.0,906.0,772.0,1
875.0,931.0,831.0,679.0,1
900.0,942.0,873.0,746.0,1
862.0,905.0,895.0,756.0,1
890.0,939.0,835.0,685.0,1
877.0,914.0,900.0,760.0,1
875.0,933.0,830.0,678.0,1
900.0,938.0,894.0,759.0,1
873.0,922.0,856.0,681.0,1
899.0,942.0,838.0,683.0,1
900.0,940.0,885.0,757.0,1
867.0,912.0,881.0,726.0,1
898.0,942.0,844.0,724.0,1
874.0,916.0,896.0,748.0,1
894.0,941.0,834.0,683.0,1
900.0,929.0,902.0,767.0,1
880.0,928.0,830.0,681.0,1
903.0,943.0,872.0,749.0,1
865.0,908.0,896.0,759.0,1
883.0,936.0,831.0,679.0,1
900.0,929.0,903.0,767.0,1
832.0,925.0,883.0,740.0,2
833.0,897.0,864.0,664.0,2
818.0,932.0,835.0,635.0,2
843.0,900.0,879.0,719.0,2
804.0,924.0,832.0,631.0,2
840.0,895.0,890.0,735.0,2
800.0,929.0,832.0,634.0,2
834.0,917.0,871.0,708.0,2
812.0,930.0,832.0,634.0,2
829.0,913.0,880.0,720.0,2
811.0,928.0,834.0,634.0,2
836.0,913.0,882.0,720.0,2
805.0,929.0,834.0,634.0,2
831.0,911.0,881.0,726.0,2
803.0,927.0,831.0,632.0,2
825.0,920.0,871.0,712.0,2
832.0,920.0,829.0,633.0,2
823.0,932.0,839.0,669.0,2
832.0,907.0,871.0,699.0,2
807.0,927.0,834.0,632.0,2
836.0,897.0,868.0,682.0,2
813.0,924.0,838.0,632.0,2
829.0,907.0,881.0,721.0,2
808.0,924.0,832.0,641.0,2
829.0,895.0,865.0,685.0,2
815.0,927.0,835.0,644.0,2
823.0,893.0,864.0,680.0,2
814.0,928.0,837.0,632.0,2
831.0,900.0,883.0,733.0,2
811.0,926.0,832.0,631.0,2
832.0,913.0,871.0,706.0,2
801.0,925.0,831.0,631.0,2
833.0,903.0,869.0,704.0,2
805.0,928.0,833.0,633.0,2
832.0,911.0,873.0,711.0,2
808.0,926.0,833.0,632.0,2
835.0,906.0,878.0,716.0,2
817.0,928.0,830.0,634.0,2
832.0,912.0,876.0,741.0,2
830.0,891.0,863.0,636.0,2
822.0,935.0,856.0,697.0,2
826.0,907.0,830.0,632.0,2
821.0,930.0,857.0,694.0,2
825.0,898.0,858.0,632.0,2
821.0,928.0,838.0,657.0,2
822.0,885.0,870.0,680.0,2
815.0,930.0,836.0,633.0,2
835.0,909.0,873.0,710.0,2
812.0,928.0,831.0,631.0,2
816.0,927.0,863.0,703.0,2
818.0,917.0,827.0,630.0,2
821.0,928.0,866.0,717.0,2
822.0,906.0,827.0,630.0,2
820.0,930.0,835.0,642.0,2
833.0,896.0,880.0,721.0,2
806.0,929.0,832.0,634.0,2
836.0,892.0,877.0,739.0,2
825.0,894.0,850.0,632.0,2
818.0,933.0,853.0,693.0,2
829.0,901.0,865.0,687.0,2
815.0,930.0,836.0,646.0,2
827.0,885.0,875.0,726.0,2
813.0,895.0,844.0,631.0,2
818.0,916.0,872.0,719.0,2
825.0,894.0,870.0,692.0,2
811.0,930.0,837.0,634.0,2
837.0,906.0,876.0,714.0,2
814.0,926.0,836.0,633.0,2
838.0,908.0,869.0,715.0,2
822.0,912.0,829.0,632.0,2
824.0,930.0,857.0,695.0,2
836.0,907.0,860.0,665.0,2
821.0,935.0,837.0,639.0,2
835.0,908.0,870.0,716.0,2
816.0,930.0,831.0,637.0,2
840.0,905.0,873.0,720.0,2
823.0,920.0,830.0,634.0,2
824.0,934.0,851.0,694.0,2
831.0,910.0,838.0,637.0,2
823.0,928.0,864.0,713.0,2
821.0,893.0,854.0,653.0,2
820.0,934.0,841.0,686.0,2
832.0,899.0,866.0,696.0,2
821.0,932.0,834.0,639.0,2
839.0,917.0,872.0,716.0,2
818.0,926.0,832.0,635.0,2
823.0,933.0,846.0,691.0,2
820.0,920.0,831.0,636.0,2
824.0,931.0,842.0,650.0,2
831.0,906.0,865.0,694.0,2
813.0,932.0,834.0,637.0,2
822.0,934.0,849.0,698.0,2
825.0,894.0,855.0,675.0,2
821.0,932.0,838.0,666.0,2
829.0,897.0,868.0,693.0,2
819.0,934.0,842.0,681.0,2
825.0,904.0,862.0,692.0,2
820.0,911.0,829.0,632.0,2
829.0,909.0,868.0,711.0,2
820.0,891.0,860.0,661.0,2
849.0,914.0,972.0,714.0,3
822.0,905.0,964.0,707.0,3
847.0,911.0,953.0,705.0,3
820.0,908.0,957.0,789.0,3
902.0,945.0,979.0,784.0,3
896.0,931.0,956.0,727.0,3
849.0,924.0,960.0,808.0,3
890.0,951.0,976.0,799.0,3
876.0,917.0,957.0,702.0,3
820.0,916.0,956.0,783.0,3
896.0,949.0,975.0,791.0,3
898.0,940.0,961.0,797.0,3
888.0,939.0,966.0,805.0,3
851.0,908.0,959.0,710.0,3
856.0,925.0,956.0,806.0,3
887.0,949.0,981.0,794.0,3
878.0,921.0,953.0,707.0,3
818.0,912.0,955.0,767.0,3
810.0,906.0,959.0,723.0,3
889.0,944.0,976.0,794.0,3
890.0,950.0,977.0,813.0,3
885.0,949.0,974.0,792.0,3
899.0,950.0,975.0,788.0,3
899.0,934.0,957.0,776.0,3
826.0,905.0,960.0,737.0,3
836.0,903.0,958.0,701.0,3
884.0,942.0,973.0,807.0,3
892.0,951.0,966.0,785.0,3
818.0,905.0,958.0,702.0,3
862.0,922.0,953.0,702.0,3
819.0,914.0,957.0,762.0,3
811.0,905.0,959.0,760.0,3
897.0,951.0,974.0,800.0,3
897.0,952.0,973.0,815.0,3
893.0,953.0,978.0,808.0,3
849.0,915.0,958.0,708.0,3
853.0,931.0,960.0,810.0,3
891.0,958.0,978.0,805.0,3
867.0,928.0,958.0,713.0,3
858.0,932.0,959.0,802.0,3
891.0,956.0,975.0,802.0,3
861.0,924.0,959.0,706.0,3
841.0,928.0,955.0,775.0,3
815.0,918.0,958.0,782.0,3
897.0,955.0,977.0,794.0,3
904.0,955.0,977.0,796.0,3
898.0,955.0,977.0,818.0,3
889.0,955.0,977.0,813.0,3
864.0,923.0,960.0,706.0,3
858.0,928.0,960.0,784.0,3
813.0,909.0,967.0,705.0,3
858.0,925.0,960.0,706.0,3
848.0,929.0,956.0,779.0,3
815.0,919.0,956.0,783.0,3
899.0,955.0,974.0,795.0,3
903.0,952.0,970.0,811.0,3
895.0,957.0,971.0,792.0,3
808.0,915.0,958.0,721.0,3
850.0,917.0,959.0,705.0,3
847.0,926.0,955.0,706.0,3
850.0,932.0,960.0,810.0,3
891.0,958.0,978.0,816.0,3
879.0,927.0,958.0,716.0,3
851.0,926.0,953.0,709.0,3
820.0,929.0,955.0,710.0,3
830.0,931.0,954.0,706.0,3
845.0,934.0,958.0,802.0,3
899.0,963.0,976.0,814.0,3
895.0,959.0,974.0,809.0,3
897.0,959.0,975.0,805.0,3
884.0,934.0,954.0,711.0,3
822.0,928.0,956.0,754.0,3
816.0,921.0,958.0,765.0,3
908.0,960.0,972.0,802.0,3
907.0,959.0,974.0,802.0,3
904.0,951.0,960.0,772.0,3
815.0,919.0,958.0,746.0,3
841.0,918.0,956.0,711.0,3
891.0,951.0,969.0,801.0,3
903.0,961.0,974.0,820.0,3
899.0,959.0,967.0,793.0,3
817.0,918.0,956.0,713.0,3
880.0,942.0,964.0,815.0,3
900.0,936.0,954.0,748.0,3
821.0,919.0,956.0,740.0,3
837.0,919.0,955.0,706.0,3
861.0,934.0,959.0,802.0,3
900.0,958.0,971.0,815.0,3
898.0,959.0,970.0,806.0,3
858.0,920.0,953.0,710.0,3
860.0,929.0,952.0,709.0,3
859.0,934.0,955.0,799.0,3
900.0,948.0,969.0,800.0,3
900.0,955.0,970.0,805.0,3
900.0,957.0,971.0,809.0,3
869.0,928.0,953.0,707.0,3
865.0,932.0,949.0,743.0,3
839.0,929.0,953.0,782.0,3
909.0,959.0,973.0,800.0,3
909.0,961.0,975.0,812.0,3
786.0,939.0,922.0,654.0,4
799.0,927.0,910.0,647.0,4
760.0,932.0,909.0,681.0,4
776.0,832.0,874.0,563.0,4
757.0,883.0,897.0,724.0,4
751.0,929.0,912.0,703.0,4
731.0,831.0,868.0,569.0,4
786.0,864.0,872.0,563.0,4
743.0,873.0,889.0,714.0,4
752.0,930.0,906.0,680.0,4
808.0,920.0,901.0,639.0,4
822.0,901.0,888.0,694.0,4
720.0,833.0,873.0,616.0,4
739.0,831.0,869.0,582.0,4
822.0,917.0,906.0,637.0,4
767.0,928.0,910.0,678.0,4
756.0,931.0,908.0,698.0,4
773.0,841.0,869.0,562.0,4
740.0,846.0,876.0,621.0,4
720.0,834.0,881.0,704.0,4
814.0,921.0,899.0,633.0,4
827.0,890.0,888.0,672.0,4
722.0,837.0,877.0,692.0,4
807.0,925.0,901.0,639.0,4
811.0,883.0,881.0,632.0,4
724.0,834.0,876.0,677.0,4
772.0,927.0,906.0,635.0,4
796.0,867.0,886.0,658.0,4
740.0,850.0,884.0,678.0,4
711.0,827.0,863.0,574.0,4
809.0,905.0,907.0,636.0,4
794.0,919.0,912.0,736.0,4
750.0,927.0,904.0,679.0,4
805.0,856.0,880.0,561.0,4
770.0,863.0,889.0,680.0,4
715.0,830.0,873.0,629.0,4
775.0,841.0,863.0,557.0,4
804.0,878.0,896.0,746.0,4
749.0,925.0,911.0,703.0,4
807.0,923.0,905.0,662.0,4
808.0,854.0,879.0,564.0,4
777.0,858.0,882.0,591.0,4
735.0,847.0,882.0,658.0,4
756.0,901.0,876.0,598.0,4
780.0,853.0,875.0,563.0,4
747.0,868.0,886.0,668.0,4
746.0,925.0,907.0,690.0,4
802.0,925.0,903.0,638.0,4
818.0,925.0,902.0,644.0,4
821.0,910.0,893.0,678.0,4
718.0,835.0,877.0,657.0,4
716.0,827.0,871.0,612.0,4
763.0,828.0,869.0,582.0,4
769.0,832.0,865.0,585.0,4
816.0,915.0,901.0,635.0,4
781.0,924.0,913.0,712.0,4
754.0,927.0,908.0,717.0,4
748.0,927.0,906.0,652.0,4
792.0,846.0,874.0,562.0,4
726.0,843.0,877.0,646.0,4
714.0,833.0,869.0,602.0,4
742.0,832.0,866.0,573.0,4
824.0,904.0,911.0,637.0,4
774.0,924.0,910.0,729.0,4
750.0,926.0,907.0,684.0,4
803.0,867.0,869.0,565.0,4
773.0,878.0,886.0,691.0,4
718.0,844.0,882.0,706.0,4
816.0,925.0,908.0,639.0,4
832.0,913.0,910.0,637.0,4
781.0,916.0,897.0,699.0,4
717.0,833.0,873.0,655.0,4
784.0,827.0,862.0,560.0,4
796.0,901.0,908.0,735.0,4
757.0,928.0,914.0,729.0,4
750.0,928.0,907.0,690.0,4
789.0,844.0,867.0,562.0,4
785.0,858.0,881.0,621.0,4
743.0,861.0,884.0,719.0,4
745.0,928.0,908.0,666.0,4
815.0,918.0,907.0,638.0,4
801.0,904.0,895.0,693.0,4
723.0,834.0,878.0,649.0,4
773.0,830.0,865.0,576.0,4
813.0,895.0,904.0,673.0,4
782.0,917.0,909.0,739.0,4
746.0,928.0,912.0,719.0,4
783.0,829.0,867.0,564.0,4
791.0,856.0,870.0,565.0,4
816.0,904.0,912.0,738.0,4
762.0,927.0,915.0,736.0,4
747.0,927.0,910.0,695.0,4
781.0,828.0,867.0,564.0,4
794.0,858.0,878.0,566.0,4
769.0,887.0,897.0,740.0,4
753.0,932.0,912.0,717.0,4
806.0,928.0,911.0,678.0,4
811.0,855.0,869.0,562.0,4
760.0,853.0,881.0,605.0,4
766.0,862.0,888.0,724.0,4
907.0,936.0,970.0,757.0,5
892.0,931.0,962.0,750.0,5
879.0,918.0,962.0,773.0,5
879.0,909.0,964.0,774.0,5
892.0,939.0,962.0,784.0,5
859.0,891.0,965.0,763.0,5
894.0,923.0,962.0,746.0,5
893.0,932.0,961.0,788.0,5
880.0,909.0,962.0,780.0,5
891.0,920.0,963.0,746.0,5
896.0,937.0,962.0,792.0,5
858.0,890.0,966.0,733.0,5
867.0,894.0,963.0,724.0,5
895.0,939.0,964.0,808.0,5
881.0,926.0,962.0,806.0,5
876.0,900.0,963.0,729.0,5
883.0,938.0,965.0,796.0,5
882.0,922.0,963.0,799.0,5
873.0,894.0,961.0,724.0,5
878.0,934.0,966.0,795.0,5
884.0,921.0,961.0,797.0,5
867.0,887.0,958.0,721.0,5
883.0,936.0,963.0,751.0,5
898.0,942.0,964.0,797.0,5
857.0,893.0,957.0,757.0,5
899.0,929.0,963.0,750.0,5
903.0,942.0,963.0,793.0,5
861.0,891.0,959.0,747.0,5
896.0,931.0,962.0,753.0,5
905.0,941.0,965.0,780.0,5
860.0,894.0,958.0,762.0,5
900.0,911.0,963.0,755.0,5
900.0,933.0,963.0,759.0,5
860.0,901.0,959.0,792.0,5
883.0,910.0,963.0,762.0,5
900.0,931.0,956.0,725.0,5
862.0,910.0,968.0,800.0,5
899.0,921.0,962.0,769.0,5
905.0,941.0,963.0,781.0,5
865.0,904.0,964.0,804.0,5
886.0,911.0,961.0,783.0,5
901.0,941.0,961.0,813.0,5
896.0,920.0,962.0,745.0,5
896.0,931.0,962.0,747.0,5
882.0,907.0,963.0,747.0,5
882.0,907.0,965.0,767.0,5
883.0,915.0,965.0,810.0,5
886.0,897.0,962.0,732.0,5
903.0,942.0,965.0,752.0,5
885.0,910.0,965.0,750.0,5
904.0,943.0,965.0,810.0,5
870.0,894.0,958.0,725.0,5
868.0,934.0,965.0,803.0,5
881.0,912.0,964.0,772.0,5
882.0,912.0,962.0,772.0,5
888.0,914.0,962.0,749.0,5
883.0,910.0,961.0,792.0,5
898.0,936.0,963.0,783.0,5
894.0,930.0,962.0,798.0,5
899.0,942.0,965.0,814.0,5
885.0,901.0,969.0,741.0,5
866.0,907.0,962.0,777.0,5
857.0,895.0,957.0,748.0,5
899.0,932.0,964.0,755.0,5
910.0,944.0,964.0,794.0,5
877.0,926.0,975.0,754.0,5
881.0,919.0,964.0,791.0,5
885.0,907.0,961.0,729.0,5
895.0,942.0,966.0,815.0,5
896.0,926.0,967.0,809.0,5
881.0,901.0,962.0,734.0,5
885.0,925.0,968.0,807.0,5
893.0,916.0,964.0,800.0,5
891.0,911.0,959.0,732.0,5
871.0,912.0,964.0,795.0,5
903.0,914.0,963.0,779.0,5
891.0,920.0,961.0,726.0,5
871.0,910.0,969.0,808.0,5
891.0,913.0,964.0,784.0,5
902.0,931.0,959.0,739.0,5
869.0,903.0,964.0,802.0,5
887.0,913.0,962.0,768.0,5
899.0,933.0,962.0,762.0,5
866.0,903.0,966.0,804.0,5
903.0,914.0,963.0,758.0,5
910.0,945.0,965.0,799.0,5
864.0,892.0,963.0,749.0,5
903.0,925.0,963.0,753.0,5
910.0,946.0,967.0,808.0,5
891.0,924.0,964.0,813.0,5
891.0,918.0,956.0,724.0,5
878.0,923.0,956.0,767.0,5
865.0,915.0,967.0,810.0,5
905.0,916.0,963.0,757.0,5
912.0,946.0,966.0,796.0,5
892.0,918.0,965.0,805.0,5
885.0,907.0,962.0,725.0,5
873.0,920.0,955.0,755.0,5
864.0,895.0,956.0,781.0,5
902.0,919.0,965.0,749.0,5
931.0,996.0,901.0,759.0,6
906.0,980.0,882.0,743.0,6
904.0,975.0,880.0,738.0,6
903.0,976.0,879.0,737.0,6
906.0,976.0,883.0,749.0,6
909.0,977.0,881.0,742.0,6
902.0,974.0,887.0,739.0,6
904.0,975.0,883.0,748.0,6
906.0,972.0,882.0,738.0,6
903.0,972.0,883.0,737.0,6
904.0,971.0,882.0,739.0,6
907.0,976.0,884.0,746.0,6
912.0,976.0,885.0,746.0,6
906.0,976.0,886.0,745.0,6
904.0,976.0,889.0,760.0,6
908.0,975.0,883.0,755.0,6
904.0,970.0,888.0,738.0,6
902.0,973.0,889.0,738.0,6
905.0,974.0,887.0,755.0,6
910.0,975.0,882.0,746.0,6
905.0,974.0,885.0,740.0,6
904.0,973.0,887.0,742.0,6
908.0,975.0,884.0,752.0,6
906.0,973.0,883.0,744.0,6
905.0,976.0,891.0,746.0,6
910.0,973.0,884.0,752.0,6
908.0,967.0,884.0,740.0,6
901.0,970.0,888.0,737.0,6
907.0,972.0,884.0,748.0,6
908.0,972.0,885.0,741.0,6
911.0,974.0,882.0,742.0,6
904.0,974.0,884.0,741.0,6
912.0,975.0,885.0,755.0,6
903.0,976.0,879.0,737.0,6
902.0,978.0,885.0,744.0,6
906.0,975.0,884.0,744.0,6
904.0,976.0,883.0,742.0,6
905.0,977.0,885.0,748.0,6
905.0,978.0,882.0,747.0,6
905.0,978.0,881.0,741.0,6
905.0,977.0,881.0,748.0,6
908.0,974.0,884.0,739.0,6
903.0,974.0,885.0,737.0,6
902.0,971.0,887.0,748.0,6
907.0,971.0,880.0,736.0,6
901.0,971.0,880.0,733.0,6
901.0,974.0,885.0,739.0,6
904.0,974.0,883.0,746.0,6
904.0,977.0,883.0,741.0,6
905.0,977.0,884.0,752.0,6
907.0,973.0,883.0,739.0,6
901.0,973.0,887.0,746.0,6
907.0,971.0,882.0,748.0,6
898.0,968.0,889.0,738.0,6
904.0,970.0,883.0,737.0,6
900.0,969.0,885.0,739.0,6
913.0,969.0,882.0,738.0,6
902.0,973.0,884.0,745.0,6
910.0,974.0,884.0,744.0,6
903.0,976.0,889.0,760.0,6
906.0,976.0,878.0,739.0,6
901.0,976.0,883.0,745.0,6
906.0,973.0,882.0,740.0,6
902.0,971.0,882.0,738.0,6
907.0,969.0,884.0,736.0,6
901.0,970.0,882.0,740.0,6
902.0,979.0,878.0,737.0,6
902.0,981.0,877.0,739.0,6
904.0,986.0,874.0,744.0,6
905.0,986.0,869.0,740.0,6
899.0,985.0,878.0,750.0,6
905.0,986.0,869.0,743.0,6
901.0,982.0,868.0,731.0,6
895.0,985.0,869.0,732.0,6
895.0,985.0,866.0,729.0,6
898.0,985.0,868.0,730.0,6
900.0,986.0,871.0,739.0,6
904.0,983.0,876.0,741.0,6
902.0,980.0,880.0,737.0,6
907.0,980.0,883.0,763.0,6
906.0,979.0,879.0,737.0,6
901.0,980.0,883.0,741.0,6
905.0,981.0,879.0,750.0,6
907.0,981.0,887.0,741.0,6
904.0,982.0,879.0,751.0,6
903.0,982.0,872.0,745.0,6
899.0,983.0,880.0,761.0,6
907.0,980.0,883.0,744.0,6
903.0,979.0,883.0,767.0,6
917.0,975.0,877.0,743.0,6
900.0,979.0,879.0,751.0,6
909.0,977.0,876.0,740.0,6
899.0,978.0,878.0,732.0,6
902.0,982.0,875.0,747.0,6
902.0,983.0,869.0,733.0,6
899.0,1019.0,879.0,742.0,6
911.0,996.0,874.0,772.0,6
901.0,1021.0,887.0,753.0,6
905.0,983.0,874.0,751.0,6
903.0,980.0,876.0,738.0,6
765.0,799.0,890.0,567.0,7
811.0,855.0,893.0,651.0,7
745.0,808.0,889.0,685.0,7
802.0,803.0,876.0,560.0,7
796.0,849.0,890.0,687.0,7
735.0,792.0,880.0,627.0,7
813.0,852.0,884.0,562.0,7
798.0,851.0,893.0,662.0,7
751.0,792.0,883.0,654.0,7
811.0,836.0,881.0,565.0,7
803.0,853.0,890.0,671.0,7
742.0,802.0,886.0,651.0,7
808.0,807.0,879.0,563.0,7
809.0,855.0,896.0,669.0,7
749.0,815.0,889.0,666.0,7
791.0,788.0,877.0,570.0,7
809.0,842.0,884.0,628.0,7
775.0,842.0,894.0,698.0,7
759.0,792.0,883.0,611.0,7
815.0,853.0,890.0,563.0,7
790.0,857.0,904.0,689.0,7
747.0,798.0,886.0,642.0,7
808.0,836.0,876.0,562.0,7
818.0,865.0,896.0,697.0,7
747.0,813.0,890.0,691.0,7
780.0,791.0,885.0,571.0,7
825.0,854.0,889.0,564.0,7
806.0,854.0,897.0,680.0,7
746.0,807.0,887.0,664.0,7
764.0,795.0,878.0,597.0,7
806.0,825.0,879.0,564.0,7
811.0,860.0,899.0,614.0,7
768.0,842.0,902.0,709.0,7
735.0,795.0,882.0,624.0,7
811.0,837.0,879.0,562.0,7
805.0,851.0,894.0,664.0,7
768.0,831.0,892.0,676.0,7
744.0,790.0,882.0,645.0,7
811.0,824.0,885.0,567.0,7
805.0,854.0,894.0,565.0,7
783.0,844.0,899.0,661.0,7
759.0,822.0,889.0,623.0,7
750.0,812.0,889.0,647.0,7
748.0,807.0,889.0,658.0,7
740.0,795.0,880.0,605.0,7
806.0,839.0,879.0,564.0,7
811.0,856.0,897.0,685.0,7
747.0,803.0,883.0,660.0,7
775.0,793.0,878.0,601.0,7
807.0,844.0,884.0,562.0,7
807.0,860.0,899.0,688.0,7
746.0,805.0,893.0,678.0,7
786.0,794.0,878.0,568.0,7
811.0,861.0,893.0,563.0,7
802.0,856.0,896.0,695.0,7
744.0,812.0,889.0,684.0,7
806.0,838.0,880.0,565.0,7
757.0,817.0,894.0,683.0,7
792.0,796.0,878.0,561.0,7
747.0,807.0,895.0,707.0,7
803.0,796.0,875.0,562.0,7
814.0,861.0,894.0,602.0,7
750.0,802.0,880.0,563.0,7
750.0,803.0,881.0,563.0,7
751.0,803.0,882.0,625.0,7
843.0,883.0,905.0,743.0,7
834.0,876.0,900.0,733.0,7
828.0,863.0,889.0,602.0,7
752.0,803.0,878.0,584.0,7
799.0,824.0,875.0,563.0,7
755.0,828.0,894.0,681.0,7
739.0,799.0,878.0,571.0,7
817.0,854.0,895.0,575.0,7
763.0,804.0,887.0,642.0,7
789.0,807.0,875.0,563.0,7
810.0,858.0,891.0,656.0,7
